Player,Year,Matches,Wins,Losses,Win%,Ace%,DF%,1stIn,1st%,2nd%,SPW%,RPW%,TPW%,DomRatio
Ruben Bemelmans,2013,8,3,5,0.375,0.08888888888888889,0.03611111111111111,0.6430555555555556,0.7192224622030238,0,0.6486111111111111,0.3741307371349096,0,1.0647198843365016
Victor Estrella,2013,2,1,1,0.5,0.03125,0.0703125,0.53125,0.7058823529411765,0,0.5546875,0.39669421487603307,0,0.8908220965637234
Emilio Gomez,2013,2,1,1,0.5,0.03731343283582089,0.03731343283582089,0.6417910447761194,0.686046511627907,0,0.6194029850746269,0.38571428571428573,0,1.0134453781512607
Christian Harrison,2013,2,1,1,0.5,0.05092592592592592,0.018518518518518517,0.5833333333333334,0.7380952380952381,0,0.7129629629629629,0.3403141361256545,0,1.1856105387603444
Andreas Haider Maurer,2013,8,3,5,0.375,0.08149171270718232,0.05662983425414365,0.5814917127071824,0.7363420427553444,0,0.6146408839779005,0.33715925394548063,0,0.8749222217079855
Dominic Thiem,2013,6,4,2,0.6666666666666666,0.08393285371702638,0.03597122302158273,0.5347721822541966,0.7713004484304933,0,0.6858513189448441,0.36319612590799033,0,1.1561281259819232
Sam Groth,2013,4,1,3,0.25,0.20945945945945946,0.06756756756756757,0.6418918918918919,0.7157894736842105,0,0.6554054054054054,0.33653846153846156,0,0.9766214177978884
Frank Dancevic,2013,5,2,3,0.4,0.08955223880597014,0.026119402985074626,0.6268656716417911,0.6964285714285714,0,0.625,0.35580524344569286,0,0.9488139825218477
Alex Bogomolov Jr,2013,14,5,9,0.35714285714285715,0.031026252983293555,0.03898170246618934,0.690533015115354,0.6417050691244239,0,0.6046141607000796,0.3686440677966102,0,0.9323653787129558
Peter Gojowczyk,2013,2,1,1,0.5,0.08914728682170543,0.05426356589147287,0.5387596899224806,0.7697841726618705,0,0.6434108527131783,0.3906810035842294,0,1.0956054230949044
Donald Young,2013,4,1,3,0.25,0.0379746835443038,0.06962025316455696,0.620253164556962,0.6173469387755102,0,0.5411392405063291,0.4459016393442623,0,0.9717580553985302
Bradley Klahn,2013,4,1,3,0.25,0.08602150537634409,0.024193548387096774,0.6854838709677419,0.7529411764705882,0,0.6827956989247311,0.3392857142857143,0,1.0696125907990313
Maximo Gonzalez,2013,2,1,1,0.5,0.06060606060606061,0.04040404040404041,0.6616161616161617,0.732824427480916,0,0.6363636363636364,0.39555555555555555,0,1.0877777777777777
Mikhail Kukushkin,2013,11,6,5,0.5454545454545454,0.056179775280898875,0.026557711950970377,0.5454545454545454,0.6891385767790262,0,0.5914198161389173,0.3851276359600444,0,0.9425998890122087
Rogerio Dutra Silva,2013,7,1,6,0.14285714285714285,0.02159468438538206,0.03322259136212625,0.6096345514950167,0.6267029972752044,0,0.5647840531561462,0.31596638655462184,0,0.7259991019308487
Marton Fucsovics,2013,2,1,1,0.5,0.07692307692307693,0.06293706293706294,0.5804195804195804,0.6867469879518072,0,0.6153846153846154,0.4014084507042254,0,1.043661971830986
Albano Olivetti,2013,3,1,2,0.3333333333333333,0.20967741935483872,0.06048387096774194,0.6008064516129032,0.7785234899328859,0,0.6532258064516129,0.26495726495726496,0,0.7640628105744385
Karen Khachanov,2013,5,3,2,0.6,0.09510086455331412,0.037463976945244955,0.622478386167147,0.6944444444444444,0,0.622478386167147,0.35625,0,0.9436545801526719
Jurgen Zopp,2013,6,1,5,0.16666666666666666,0.04,0.05272727272727273,0.5636363636363636,0.6516129032258065,0,0.5563636363636364,0.3203463203463203,0,0.7220921155347385
Konstantin Kravchuk,2013,2,1,1,0.5,0.1388888888888889,0.06481481481481481,0.6759259259259259,0.7534246575342466,0,0.6388888888888888,0.25252525252525254,0,0.6993006993006993
Andrey Golubev,2013,7,3,4,0.42857142857142855,0.044585987261146494,0.025477707006369428,0.6369426751592356,0.7433333333333333,0,0.6687898089171974,0.34375,0,1.0378605769230769
Teymuraz Gabashvili,2013,4,2,2,0.5,0.0584958217270195,0.027855153203342618,0.6072423398328691,0.6513761467889908,0,0.6155988857938719,0.35967302452316074,0,0.9356711290131501
Joachim Johansson,2013,2,1,1,0.5,0.171875,0.03125,0.6171875,0.7468354430379747,0,0.6640625,0.32075471698113206,0,0.9548047389205792
Jaroslav Pospisil,2013,3,1,2,0.3333333333333333,0.01764705882352941,0.052941176470588235,0.5352941176470588,0.5714285714285714,0,0.5588235294117647,0.35119047619047616,0,0.796031746031746
Miloslav Mecir Jr,2013,2,1,1,0.5,0.09219858156028368,0.02127659574468085,0.6312056737588653,0.7303370786516854,0,0.6950354609929078,0.3696969696969697,0,1.212262156448203
Pierre Hugues Herbert,2013,3,1,2,0.3333333333333333,0.11173184357541899,0.055865921787709494,0.6033519553072626,0.7037037037037037,0,0.6201117318435754,0.34831460674157305,0,0.9168869795109055
loser_name,2013,1,0,1,0.0,0,0,0,0,0,0,0,0,0
Igor Kunitsyn,2013,2,0,2,0.0,0.047619047619047616,0.047619047619047616,0.5374149659863946,0.6329113924050633,0,0.5510204081632653,0.29838709677419356,0,0.6645894428152492
Benjamin Mitchell,2013,2,0,2,0.0,0.07196969696969698,0.03787878787878788,0.5643939393939394,0.7114093959731543,0,0.6325757575757576,0.33076923076923076,0,0.9002379064234733
Yuki Bhambri,2013,1,0,1,0.0,0.13793103448275862,0.05172413793103448,0.6724137931034483,0.6923076923076923,0,0.6206896551724138,0.27941176470588236,0,0.7366310160427808
Jabor Al Mutawa,2013,1,0,1,0.0,0.0,0.06451612903225806,0.5161290322580645,0.25,0,0.22580645161290322,0.1935483870967742,0,0.25
Mousa Shanan Zayed,2013,1,0,1,0.0,0.0,0.024390243902439025,0.7317073170731707,0.3,0,0.3170731707317073,0.37254901960784315,0,0.5455182072829132
Daniel King Turner,2013,1,0,1,0.0,0.0392156862745098,0.0,0.5882352941176471,0.7,0,0.5098039215686274,0.2,0,0.408
Ivo Klec,2013,1,0,1,0.0,0.02127659574468085,0.06382978723404255,0.44680851063829785,0.8095238095238095,0,0.44680851063829785,0.225,0,0.40673076923076923
Adrian Ungur,2013,6,0,6,0.0,0.026052104208416832,0.06012024048096192,0.6032064128256514,0.6179401993355482,0,0.531062124248497,0.2746987951807229,0,0.5857893110905158
Maxime Authom,2013,1,0,1,0.0,0.028368794326241134,0.0425531914893617,0.5886524822695035,0.6867469879518072,0,0.6099290780141844,0.3582089552238806,0,0.9183175033921301
Adrian Menendez Maceiras,2013,2,0,2,0.0,0.06521739130434782,0.02717391304347826,0.6141304347826086,0.6017699115044248,0,0.532608695652174,0.29012345679012347,0,0.6207292563881712
John Patrick Smith,2013,1,0,1,0.0,0.024390243902439025,0.012195121951219513,0.5975609756097561,0.5510204081632653,0,0.5365853658536586,0.32954545454545453,0,0.7111244019138756
Luke Saville,2013,1,0,1,0.0,0.0743801652892562,0.05785123966942149,0.6198347107438017,0.5333333333333333,0,0.512396694214876,0.35658914728682173,0,0.7313099461306004
Di Wu,2013,3,0,3,0.0,0.030612244897959183,0.047619047619047616,0.564625850340136,0.6987951807228916,0,0.608843537414966,0.31654676258992803,0,0.8092586800125117
Josselin Ouanna,2013,2,0,2,0.0,0.087248322147651,0.10738255033557047,0.5503355704697986,0.7073170731707317,0,0.5838926174496645,0.30434782608695654,0,0.7314165497896215
Jamie Baker,2013,2,0,2,0.0,0.06097560975609756,0.012195121951219513,0.6524390243902439,0.6822429906542056,0,0.5914634146341463,0.3006535947712418,0,0.7359282021266217
Florent Serra,2013,4,0,4,0.0,0.03814713896457766,0.013623978201634877,0.5940054495912807,0.6697247706422018,0,0.5858310626702997,0.2988505747126437,0,0.7215668481548699
Nicolas Massu,2013,1,0,1,0.0,0.016260162601626018,0.08130081300813008,0.6260162601626016,0.6233766233766234,0,0.5772357723577236,0.3564356435643564,0,0.8431073876618431
Dusan Lajovic,2013,4,0,4,0.0,0.039711191335740074,0.05054151624548736,0.555956678700361,0.7207792207792207,0,0.5703971119133574,0.33568904593639576,0,0.7813938296166523
Pere Riba,2013,2,0,2,0.0,0.034722222222222224,0.013888888888888888,0.5902777777777778,0.7294117647058823,0,0.5694444444444444,0.2971014492753623,0,0.6900420757363254
Gianluca Naso,2013,1,0,1,0.0,0.01818181818181818,0.03636363636363636,0.6545454545454545,0.6111111111111112,0,0.5636363636363636,0.22448979591836735,0,0.5144557823129251
Ilija Bozoljac,2013,3,0,3,0.0,0.14068441064638784,0.034220532319391636,0.5855513307984791,0.7142857142857143,0,0.6007604562737643,0.32806324110671936,0,0.8217203086768304
Nikola Mektic,2013,1,0,1,0.0,0.02127659574468085,0.0,0.6595744680851063,0.6129032258064516,0,0.5319148936170213,0.28,0,0.5981818181818183
Filip Veger,2013,1,0,1,0.0,0.016129032258064516,0.016129032258064516,0.7419354838709677,0.5217391304347826,0,0.5645161290322581,0.25,0,0.5740740740740742
Antonio Veic,2013,5,0,5,0.0,0.012658227848101266,0.04746835443037975,0.6582278481012658,0.5673076923076923,0,0.5189873417721519,0.3277591973244147,0,0.6813941207533885
Mate Pavic,2013,3,0,3,0.0,0.0374331550802139,0.0427807486631016,0.5614973262032086,0.5428571428571428,0,0.5187165775401069,0.34536082474226804,0,0.7175830469644902
Dino Marcan,2013,1,0,1,0.0,0.0,0.03508771929824561,0.6666666666666666,0.631578947368421,0,0.6140350877192983,0.16666666666666666,0,0.4318181818181818
Ryan Sweeting,2013,1,0,1,0.0,0.06779661016949153,0.06779661016949153,0.6101694915254238,0.6388888888888888,0,0.6101694915254238,0.21153846153846154,0,0.5426421404682275
Rik De Voest,2013,1,0,1,0.0,0.04054054054054054,0.013513513513513514,0.6891891891891891,0.5686274509803921,0,0.5405405405405406,0.3333333333333333,0,0.7254901960784313
Ricardo Mello,2013,1,0,1,0.0,0.014705882352941176,0.0,0.7647058823529411,0.5384615384615384,0,0.5588235294117647,0.3424657534246575,0,0.776255707762557
Guilherme Clezar,2013,1,0,1,0.0,0.047244094488188976,0.023622047244094488,0.5984251968503937,0.6842105263157895,0,0.6141732283464567,0.3486238532110092,0,0.9035761093428198
Jorge Aguilar,2013,1,0,1,0.0,0.06593406593406594,0.02197802197802198,0.5714285714285714,0.75,0,0.6373626373626373,0.32673267326732675,0,0.9009900990099009
Joao Souza,2013,4,0,4,0.0,0.08898305084745763,0.029661016949152543,0.6271186440677966,0.75,0,0.6483050847457628,0.26294820717131473,0,0.747659962559401
Paul Capdeville,2013,1,0,1,0.0,0.06862745098039216,0.0196078431372549,0.6568627450980392,0.6268656716417911,0,0.5882352941176471,0.3176470588235294,0,0.7714285714285715
Agustin Velotti,2013,1,0,1,0.0,0.03278688524590164,0.0,0.5737704918032787,0.5714285714285714,0,0.47540983606557374,0.3103448275862069,0,0.5915948275862069
Marco Trungelliti,2013,1,0,1,0.0,0.011764705882352941,0.011764705882352941,0.6352941176470588,0.6296296296296297,0,0.5411764705882353,0.31666666666666665,0,0.69017094017094
Filip Krajinovic,2013,1,0,1,0.0,0.057692307692307696,0.009615384615384616,0.5769230769230769,0.75,0,0.625,0.3404255319148936,0,0.9078014184397163
Illya Marchenko,2013,4,0,4,0.0,0.03869047619047619,0.0744047619047619,0.5803571428571429,0.6564102564102564,0,0.5654761904761905,0.3395638629283489,0,0.7814620407118166
Cesar Ramirez,2013,1,0,1,0.0,0.06976744186046512,0.06976744186046512,0.813953488372093,0.42857142857142855,0,0.37209302325581395,0.23076923076923078,0,0.36752136752136755
Miguel Angel Reyes Varela,2013,1,0,1,0.0,0.02564102564102564,0.02564102564102564,0.6282051282051282,0.6326530612244898,0,0.5512820512820513,0.2833333333333333,0,0.6314285714285715
Daniel Garza,2013,1,0,1,0.0,0.0,0.0,0.7738095238095238,0.5538461538461539,0,0.5595238095238095,0.3953488372093023,0,0.8975487115021998
Malek Jaziri,2013,1,0,1,0.0,0.024691358024691357,0.024691358024691357,0.48148148148148145,0.6153846153846154,0,0.5432098765432098,0.24242424242424243,0,0.5307125307125307
Marc Gicquel,2013,5,0,5,0.0,0.04,0.0475,0.53,0.6132075471698113,0,0.535,0.2750809061488673,0,0.5915718411803599
Mehdi Ziadi,2013,1,0,1,0.0,0.03571428571428571,0.017857142857142856,0.48214285714285715,0.5925925925925926,0,0.5714285714285714,0.27450980392156865,0,0.6405228758169935
Younes Rachidi,2013,1,0,1,0.0,0.010101010101010102,0.06060606060606061,0.5959595959595959,0.6440677966101694,0,0.5656565656565656,0.3229166666666667,0,0.7434593023255814
Facundo Arguello,2013,2,0,2,0.0,0.016216216216216217,0.04864864864864865,0.6324324324324324,0.5982905982905983,0,0.5567567567567567,0.40119760479041916,0,0.9051409376369213
Gerald Melzer,2013,2,0,2,0.0,0.02586206896551724,0.02586206896551724,0.5862068965517241,0.5294117647058824,0,0.5086206896551724,0.3103448275862069,0,0.631578947368421
Benjamin Balleret,2013,1,0,1,0.0,0.012048192771084338,0.04819277108433735,0.6867469879518072,0.42105263157894735,0,0.43373493975903615,0.4105263157894737,0,0.7249720044792834
Jesse Huta Galung,2013,4,0,4,0.0,0.10087719298245613,0.07894736842105263,0.5263157894736842,0.6916666666666667,0,0.5614035087719298,0.30603448275862066,0,0.6977586206896551
Marc Lopez,2013,1,0,1,0.0,0.013157894736842105,0.0,0.8421052631578947,0.484375,0,0.47368421052631576,0.417910447761194,0,0.7940298507462685
Roberto Carballes Baena,2013,1,0,1,0.0,0.05555555555555555,0.07407407407407407,0.5185185185185185,0.5357142857142857,0,0.42592592592592593,0.45614035087719296,0,0.7945670628183361
Gerard Granollers,2013,1,0,1,0.0,0.022988505747126436,0.022988505747126436,0.5977011494252874,0.6346153846153846,0,0.5862068965517241,0.43820224719101125,0,1.0589887640449438
Rui Machado,2013,1,0,1,0.0,0.01639344262295082,0.0,0.7213114754098361,0.6363636363636364,0,0.6229508196721312,0.3815789473684211,0,1.0120137299771168
Pedro Sousa,2013,1,0,1,0.0,0.010416666666666666,0.041666666666666664,0.6875,0.42424242424242425,0,0.4479166666666667,0.5046728971962616,0,0.9141244930347382
Niels Desein,2013,1,0,1,0.0,0.02127659574468085,0.010638297872340425,0.6702127659574468,0.5396825396825397,0,0.5531914893617021,0.34523809523809523,0,0.7726757369614513
Kevin Krawietz,2013,1,0,1,0.0,0.018518518518518517,0.037037037037037035,0.5555555555555556,0.7333333333333333,0,0.6111111111111112,0.352112676056338,0,0.9054325955734407
Javier Marti,2013,1,0,1,0.0,0.05357142857142857,0.0,0.625,0.5714285714285714,0,0.5714285714285714,0.16279069767441862,0,0.3798449612403101
Marco Cecchinato,2013,1,0,1,0.0,0.02564102564102564,0.01282051282051282,0.717948717948718,0.5535714285714286,0,0.5384615384615384,0.4246575342465753,0,0.9200913242009131
Jiri Vesely,2013,5,0,5,0.0,0.05930470347648262,0.05725971370143149,0.6134969325153374,0.6833333333333333,0,0.5766871165644172,0.32450331125827814,0,0.7665802860159324
Andreas Beck,2013,2,0,2,0.0,0.04145077720207254,0.05699481865284974,0.533678756476684,0.6310679611650486,0,0.5647668393782384,0.35175879396984927,0,0.8082077051926299
Maxime Teixeira,2013,1,0,1,0.0,0.03870967741935484,0.05161290322580645,0.6193548387096774,0.6354166666666666,0,0.535483870967742,0.4225352112676056,0,0.90962441314554
Martin Fischer,2013,3,0,3,0.0,0.028985507246376812,0.028985507246376812,0.5845410628019324,0.5537190082644629,0,0.5169082125603864,0.41037735849056606,0,0.8494811320754717
Riccardo Ghedin,2013,1,0,1,0.0,0.026785714285714284,0.026785714285714284,0.6875,0.6753246753246753,0,0.6160714285714286,0.3893805309734513,0,1.0142004527680593
Frederik Nielsen,2013,2,0,2,0.0,0.03305785123966942,0.04132231404958678,0.6446280991735537,0.5128205128205128,0,0.49586776859504134,0.3090909090909091,0,0.6131147540983607
James Ward,2013,3,0,3,0.0,0.09510086455331412,0.023054755043227664,0.6426512968299711,0.7219730941704036,0,0.654178674351585,0.31843575418994413,0,0.9208100558659219
Edward Corrie,2013,1,0,1,0.0,0.020202020202020204,0.050505050505050504,0.5858585858585859,0.6896551724137931,0,0.5757575757575758,0.29577464788732394,0,0.6971830985915494
Rohan Bopanna,2013,1,0,1,0.0,0.09090909090909091,0.01818181818181818,0.509090909090909,0.6785714285714286,0,0.6181818181818182,0.28125,0,0.7366071428571428
Stephane Bohli,2013,1,0,1,0.0,0.11363636363636363,0.015151515151515152,0.6212121212121212,0.7682926829268293,0,0.7045454545454546,0.2807017543859649,0,0.9500674763832659
Igor Andreev,2013,1,0,1,0.0,0.0625,0.025,0.6875,0.509090909090909,0,0.4625,0.3150684931506849,0,0.5861739407454604
Matt Reid,2013,1,0,1,0.0,0.1411764705882353,0.08235294117647059,0.6,0.6666666666666666,0,0.5411764705882353,0.2602739726027397,0,0.5672637864418686
Bastian Knittel,2013,1,0,1,0.0,0.043010752688172046,0.12903225806451613,0.5806451612903226,0.6111111111111112,0,0.5376344086021505,0.27631578947368424,0,0.5976132190942472
Markus Eriksson,2013,2,0,2,0.0,0.01937984496124031,0.046511627906976744,0.6744186046511628,0.6379310344827587,0,0.5930232558139535,0.3724696356275304,0,0.9152111046847891
Elias Ymer,2013,1,0,1,0.0,0.0196078431372549,0.0784313725490196,0.5196078431372549,0.660377358490566,0,0.5686274509803921,0.30337078651685395,0,0.7032686414708886
Andreas Vinciguerra,2013,1,0,1,0.0,0.04054054054054054,0.04054054054054054,0.5,0.7297297297297297,0,0.6486486486486487,0.18333333333333332,0,0.5217948717948718
Stefan Kozlov,2013,1,0,1,0.0,0.037037037037037035,0.027777777777777776,0.4351851851851852,0.7446808510638298,0,0.5648148148148148,0.36036036036036034,0,0.8280621046578492
Adrien Bossel,2013,1,0,1,0.0,0.14492753623188406,0.08695652173913043,0.5797101449275363,0.55,0,0.4927536231884058,0.25,0,0.4928571428571428
Ante Pavic,2013,1,0,1,0.0,0.0625,0.09375,0.59375,0.7894736842105263,0,0.609375,0.37662337662337664,0,0.9641558441558442
Alexander Ward,2013,1,0,1,0.0,0.06060606060606061,0.0,0.7272727272727273,0.6458333333333334,0,0.6363636363636364,0.29850746268656714,0,0.8208955223880596
Robin Kern,2013,1,0,1,0.0,0.0410958904109589,0.0547945205479452,0.6301369863013698,0.6739130434782609,0,0.6575342465753424,0.31645569620253167,0,0.9240506329113923
Nicolas Barrientos,2013,1,0,1,0.0,0.0,0.06896551724137931,0.6379310344827587,0.7297297297297297,0,0.6379310344827587,0.30666666666666664,0,0.8469841269841271
Alejandro Gonzalez,2013,1,0,1,0.0,0.08139534883720931,0.06976744186046512,0.5465116279069767,0.723404255319149,0,0.5813953488372093,0.4742268041237113,0,1.1328751431844215
Juan Ignacio Londero,2013,1,0,1,0.0,0.014925373134328358,0.014925373134328358,0.6567164179104478,0.7045454545454546,0,0.746268656716418,0.12280701754385964,0,0.48400412796697634
Carlos Salamanca,2013,1,0,1,0.0,0.13114754098360656,0.06557377049180328,0.6229508196721312,0.6578947368421053,0,0.5573770491803278,0.32727272727272727,0,0.7393939393939393
Eduardo Struvay,2013,1,0,1,0.0,0.07692307692307693,0.09230769230769231,0.46153846153846156,0.7,0,0.5384615384615384,0.3548387096774194,0,0.7688172043010753
Chris Guccione,2013,1,0,1,0.0,0.13953488372093023,0.03488372093023256,0.6162790697674418,0.8113207547169812,0,0.6395348837209303,0.3,0,0.832258064516129
Alexander Zverev,2013,1,0,1,0.0,0.02564102564102564,0.1794871794871795,0.358974358974359,0.5,0,0.3333333333333333,0.39285714285714285,0,0.5892857142857142
Kevin King,2013,1,0,1,0.0,0.09333333333333334,0.05333333333333334,0.6533333333333333,0.6326530612244898,0,0.5866666666666667,0.25,0,0.6048387096774194
Marco Chiudinelli,2013,4,0,4,0.0,0.04843304843304843,0.04843304843304843,0.6182336182336182,0.7004608294930875,0,0.603988603988604,0.33724340175953077,0,0.8516002447309015
Victor Crivoi,2013,1,0,1,0.0,0.019230769230769232,0.057692307692307696,0.6730769230769231,0.5714285714285714,0,0.4807692307692308,0.2857142857142857,0,0.5502645502645503
Boy Westerhof,2013,1,0,1,0.0,0.019230769230769232,0.038461538461538464,0.4807692307692308,0.56,0,0.4230769230769231,0.375,0,0.65
Josko Topic,2013,1,0,1,0.0,0.017543859649122806,0.21052631578947367,0.5789473684210527,0.48484848484848486,0,0.3684210526315789,0.35294117647058826,0,0.5588235294117647
Borna Coric,2013,1,0,1,0.0,0.010526315789473684,0.031578947368421054,0.5894736842105263,0.6607142857142857,0,0.5368421052631579,0.3170731707317073,0,0.684589800443459
Aldin Setkic,2013,1,0,1,0.0,0.06382978723404255,0.0851063829787234,0.5957446808510638,0.5714285714285714,0,0.44680851063829785,0.2682926829268293,0,0.4849906191369606
Dennis Novak,2013,1,0,1,0.0,0.09090909090909091,0.045454545454545456,0.48484848484848486,0.75,0,0.6060606060606061,0.2545454545454545,0,0.6461538461538461
Peter Polansky,2013,1,0,1,0.0,0.0,0.07317073170731707,0.5121951219512195,0.6190476190476191,0,0.5121951219512195,0.43529411764705883,0,0.8923529411764706
Filip Peliwo,2013,1,0,1,0.0,0.05813953488372093,0.06976744186046512,0.627906976744186,0.6296296296296297,0,0.5813953488372093,0.3522727272727273,0,0.8415404040404042
Mackenzie Mcdonald,2013,1,0,1,0.0,0.01818181818181818,0.09090909090909091,0.6545454545454545,0.5833333333333334,0,0.43636363636363634,0.1891891891891892,0,0.33565823888404533
Romain Bogaerts,2013,1,0,1,0.0,0.0,0.1276595744680851,0.5531914893617021,0.5384615384615384,0,0.425531914893617,0.24324324324324326,0,0.42342342342342343
Thomas Fabbiano,2013,1,0,1,0.0,0.0,0.06422018348623854,0.6605504587155964,0.6388888888888888,0,0.5779816513761468,0.2553191489361702,0,0.6049953746530989
Andrej Martin,2013,1,0,1,0.0,0.03636363636363636,0.02727272727272727,0.4909090909090909,0.6481481481481481,0,0.5,0.43636363636363634,0,0.8727272727272727
Collin Altamirano,2013,1,0,1,0.0,0.04054054054054054,0.04054054054054054,0.581081081081081,0.627906976744186,0,0.47297297297297297,0.24193548387096775,0,0.4590570719602978
Dominic Inglot,2013,1,0,1,0.0,0.16129032258064516,0.016129032258064516,0.6774193548387096,0.7380952380952381,0,0.6451612903225806,0.25862068965517243,0,0.7288401253918495
Mikhail Elgin,2013,1,0,1,0.0,0.03225806451612903,0.0,0.6451612903225806,0.35,0,0.2903225806451613,0.24390243902439024,0,0.343680709534368
Mikhail Biryukov,2013,1,0,1,0.0,0.0,0.01694915254237288,0.6271186440677966,0.4594594594594595,0,0.4576271186440678,0.2857142857142857,0,0.5267857142857143
Aslan Karatsev,2013,2,0,2,0.0,0.02631578947368421,0.039473684210526314,0.5855263157894737,0.6067415730337079,0,0.5592105263157895,0.33116883116883117,0,0.7513083930994379
Laslo Djere,2013,1,0,1,0.0,0.08695652173913043,0.028985507246376812,0.6086956521739131,0.6428571428571429,0,0.5507246376811594,0.2,0,0.44516129032258067
Wishaya Trongcharoenchaikul,2013,1,0,1,0.0,0.075,0.2,0.525,0.5714285714285714,0,0.4,0.125,0,0.20833333333333334
Suk Young Jeong,2013,1,0,1,0.0,0.0,0.0,0.6444444444444445,0.4827586206896552,0,0.4222222222222222,0.32608695652173914,0,0.56438127090301
Hyeon Chung,2013,1,0,1,0.0,0.0,0.018518518518518517,0.6481481481481481,0.5714285714285714,0,0.5740740740740741,0.2982456140350877,0,0.700228832951945
Ze Zhang,2013,2,0,2,0.0,0.032,0.072,0.728,0.6153846153846154,0,0.584,0.3053435114503817,0,0.733998825601879
Mao Xin Gong,2013,1,0,1,0.0,0.038461538461538464,0.0,0.5961538461538461,0.6451612903225806,0,0.5961538461538461,0.16666666666666666,0,0.4126984126984127
Aleksandr Nedovyesov,2013,1,0,1,0.0,0.09375,0.015625,0.5625,0.75,0,0.5625,0.23636363636363636,0,0.5402597402597402
Milos Sekulic,2013,1,0,1,0.0,0.03636363636363636,0.09090909090909091,0.4909090909090909,0.5925925925925926,0,0.4727272727272727,0.15789473684210525,0,0.2994555353901996
winner_name,2014,1,1,0,1.0,0,0,0,0,0,0,0,0,0
Jarkko Nieminen,2014,45,21,24,0.4666666666666667,0.04030710172744722,0.03235536057033178,0.6482040032903756,0.7030456852791879,0,0.6276391554702495,0.3569195794259733,0,0.9585314478398561
Marinko Matosevic,2014,42,20,22,0.47619047619047616,0.06536502546689305,0.0365025466893039,0.5942275042444821,0.7066666666666667,0,0.6185625353706847,0.3665105386416862,0,0.960866649525014
Sam Querrey,2014,44,25,19,0.5681818181818182,0.17500683620453925,0.034454470877768664,0.6062346185397867,0.790257104194858,0,0.6817063166529943,0.3381720430107527,0,1.062452887706463
Sam Groth,2014,22,9,13,0.4090909090909091,0.19044975013881177,0.05108273181565797,0.6179900055524709,0.8068283917340521,0,0.7029428095502499,0.29945054945054944,0,1.0080568963746535
Nicolas Mahut,2014,36,14,22,0.3888888888888889,0.1019522776572668,0.04338394793926247,0.6070137382501808,0.7296009529481834,0,0.6399132321041214,0.3422555317630264,0,0.9504807237515371
Jeremy Chardy,2014,60,33,27,0.55,0.1047304275976038,0.04978310266473869,0.588927907457137,0.7663977551736233,0,0.6573022102871308,0.3570578905630452,0,1.0419031032041604
Feliciano Lopez,2014,62,38,24,0.6129032258064516,0.12741471434443075,0.03904644471845458,0.60275380189067,0.7766791680872827,0,0.6804356761200164,0.3306435343958039,0,1.0346697352861618
Lleyton Hewitt,2014,33,19,14,0.5757575757575758,0.060798209623274896,0.057814248414770605,0.5337560611712048,0.7232704402515723,0,0.6139500186497575,0.3972201901975128,0,1.0289346182797408
Marius Copil,2014,12,6,6,0.5,0.1444954128440367,0.027522935779816515,0.6032110091743119,0.7490494296577946,0,0.6594036697247706,0.3159090909090909,0,0.9275176002448728
Grigor Dimitrov,2014,65,47,18,0.7230769230769231,0.09822958309537407,0.0407386255473063,0.6067009328003046,0.7734546595544399,0,0.6798020178945364,0.36840141764596157,0,1.150542596251032
Marin Cilic,2014,69,48,21,0.6956521739130435,0.13286206271524378,0.0362515860068878,0.5657059996374841,0.7885293175264338,0,0.6639477977161501,0.3784740662064082,0,1.1262359348763507
Matthew Ebden,2014,25,5,20,0.2,0.05937992643194955,0.08302679978980557,0.5916973200210195,0.6865008880994672,0,0.5648975302154493,0.3356009070294785,0,0.7713146450206493
Roger Federer,2014,78,67,11,0.8589743589743589,0.10302333223792311,0.019224449556358856,0.6380216891225764,0.7862477465876899,0,0.7108116989812685,0.39896526237989655,0,1.3796037425250287
Kei Nishikori,2014,63,51,12,0.8095238095238095,0.05482413047750049,0.035566909019453724,0.6042444488111613,0.7346341463414634,0,0.656121045392022,0.39496116688766814,0,1.1485470733093388
Aljaz Bedene,2014,13,4,9,0.3076923076923077,0.11268939393939394,0.03977272727272727,0.5274621212121212,0.7324955116696589,0,0.5965909090909091,0.35,0,0.8676056338028167
Alexander Kudryavtsev,2014,3,2,1,0.6666666666666666,0.08626198083067092,0.025559105431309903,0.5399361022364217,0.7455621301775148,0,0.65814696485623,0.3370473537604457,0,0.9859422591310234
Yuki Bhambri,2014,2,1,1,0.5,0.0297029702970297,0.04950495049504951,0.5445544554455446,0.6909090909090909,0,0.6435643564356436,0.3394495412844037,0,0.9523445463812438
Yen Hsun Lu,2014,42,23,19,0.5476190476190477,0.05463258785942492,0.042172523961661344,0.639297124600639,0.7101449275362319,0,0.64185303514377,0.3579277864992151,0,0.9993880211797889
Vasek Pospisil,2014,41,19,22,0.4634146341463415,0.11798604792235365,0.047012435547467396,0.5929632999696693,0.7534526854219948,0,0.6581740976645435,0.3322971712775878,0,0.9721240228058623
Marcel Granollers,2014,45,18,27,0.4,0.05921579087756735,0.029341157642037877,0.6076287009869299,0.689640035118525,0,0.6081621765804215,0.3783021287509618,0,0.9654558752126317
Ramkumar Ramanathan,2014,2,1,1,0.5,0.05263157894736842,0.08187134502923976,0.5087719298245614,0.6781609195402298,0,0.543859649122807,0.38345864661654133,0,0.8406593406593407
