Player,Year,Matches,Wins,Losses,Win%,Ace%,DF%,1stIn,1st%,2nd%,SPW%,RPW%,TPW%,DomRatio
Yen Hsun Lu,2005,10,3,7,0.3,0.069221260815822,0.05315203955500618,0.5945611866501854,0.7255717255717256,0,0.6205191594561187,0.365097588978186,0,0.9620975553203664
Gilles Elseneer,2005,4,1,3,0.25,0.09662921348314607,0.05393258426966292,0.5932584269662922,0.7537878787878788,0,0.6674157303370787,0.3056234718826406,0,0.9189354391065884
Michael Lammer,2005,4,1,3,0.25,0.043243243243243246,0.04864864864864865,0.5675675675675675,0.6095238095238096,0,0.5567567567567567,0.3770949720670391,0,0.8507630467366126
Paul Capdeville,2005,2,1,1,0.5,0.07111111111111111,0.022222222222222223,0.5644444444444444,0.6692913385826772,0,0.5955555555555555,0.3736842105263158,0,0.9239444765760554
Giorgio Galimberti,2005,2,1,1,0.5,0.06666666666666667,0.03333333333333333,0.6142857142857143,0.6821705426356589,0,0.6047619047619047,0.41784037558685444,0,1.0571864924486678
Ivan Navarro,2005,4,3,1,0.75,0.06853582554517133,0.04672897196261682,0.5919003115264797,0.6684210526315789,0,0.6292834890965732,0.3880597014925373,0,1.046782892261382
Takao Suzuki,2005,3,1,2,0.3333333333333333,0.11610486891385768,0.0299625468164794,0.6479400749063671,0.7109826589595376,0,0.6666666666666666,0.2979591836734694,0,0.8938775510204081
Bohdan Ulihrach,2005,8,1,7,0.125,0.02564102564102564,0.04326923076923077,0.6602564102564102,0.6286407766990292,0,0.5801282051282052,0.2958477508650519,0,0.7046144906098947
Jan Vacek,2005,2,1,1,0.5,0.06766917293233082,0.03759398496240601,0.6541353383458647,0.6551724137931034,0,0.6015037593984962,0.46808510638297873,0,1.174628663187475
Jonathan Marray,2005,3,1,2,0.3333333333333333,0.033962264150943396,0.06037735849056604,0.6377358490566037,0.6153846153846154,0,0.5660377358490566,0.38645418326693226,0,0.8905248570933656
Travis Rettenmaier,2005,2,1,1,0.5,0.1206896551724138,0.05172413793103448,0.6379310344827587,0.7477477477477478,0,0.6724137931034483,0.30120481927710846,0,0.9194673430564364
Yu Jr Wang,2005,2,1,1,0.5,0.034482758620689655,0.05517241379310345,0.7448275862068966,0.7129629629629629,0,0.6482758620689655,0.3541666666666667,0,1.0069444444444444
Toshihide Matsui,2005,2,1,1,0.5,0.046511627906976744,0.05232558139534884,0.6395348837209303,0.5636363636363636,0,0.5174418604651163,0.3935483870967742,0,0.815546055188496
Cecil Mamiit,2005,2,1,1,0.5,0.07317073170731707,0.032520325203252036,0.6829268292682927,0.7619047619047619,0,0.6991869918699187,0.4,0,1.32972972972973
Adrian Garcia,2005,4,1,3,0.25,0.02952029520295203,0.07011070110701106,0.6273062730627307,0.7058823529411765,0,0.6199261992619927,0.35353535353535354,0,0.9301755418260274
Nicolas Devilder,2005,3,1,2,0.3333333333333333,0.034334763948497854,0.055793991416309016,0.592274678111588,0.6376811594202898,0,0.5793991416309013,0.336322869955157,0,0.7996247826484856
loser_name,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0
Marcos Daniel,2005,2,0,2,0.0,0.021164021164021163,0.042328042328042326,0.5925925925925926,0.6071428571428571,0,0.5767195767195767,0.27672955974842767,0,0.6537735849056604
Ti Chen,2005,1,0,1,0.0,0.01818181818181818,0.01818181818181818,0.6363636363636364,0.5428571428571428,0,0.5272727272727272,0.34545454545454546,0,0.7307692307692307
John Paul Fruttero,2005,1,0,1,0.0,0.06896551724137931,0.07758620689655173,0.603448275862069,0.6857142857142857,0,0.6120689655172413,0.313953488372093,0,0.8093023255813953
G D Jones,2005,1,0,1,0.0,0.0,0.1282051282051282,0.6153846153846154,0.2916666666666667,0,0.358974358974359,0.3055555555555556,0,0.47666666666666674
Mark Nielsen,2005,1,0,1,0.0,0.06557377049180328,0.08196721311475409,0.6885245901639344,0.7142857142857143,0,0.5901639344262295,0.3050847457627119,0,0.744406779661017
Marco Mirnegg,2005,1,0,1,0.0,0.0,0.07017543859649122,0.49122807017543857,0.6071428571428571,0,0.45614035087719296,0.32653061224489793,0,0.6003949967083607
Tobias Summerer,2005,5,0,5,0.0,0.08130081300813008,0.04878048780487805,0.5284552845528455,0.6512820512820513,0,0.5745257452574526,0.327319587628866,0,0.7693052728347233
Alan Mackin,2005,7,0,7,0.0,0.02727272727272727,0.03090909090909091,0.6672727272727272,0.6239782016348774,0,0.5381818181818182,0.3148936170212766,0,0.681856257329536
Josh Goodall,2005,2,0,2,0.0,0.09815950920245399,0.049079754601226995,0.5214723926380368,0.8,0,0.6196319018404908,0.2804878048780488,0,0.737411487018096
Scott Draper,2005,4,0,4,0.0,0.07947019867549669,0.03532008830022075,0.5960264900662252,0.6851851851851852,0,0.5894039735099338,0.3060747663551402,0,0.745440156768164
Yves Allegro,2005,1,0,1,0.0,0.06756756756756757,0.08108108108108109,0.581081081081081,0.7441860465116279,0,0.5945945945945946,0.2222222222222222,0,0.5481481481481482
Jaroslav Pospisil,2005,1,0,1,0.0,0.06666666666666667,0.03333333333333333,0.6333333333333333,0.6578947368421053,0,0.5666666666666667,0.25,0,0.5769230769230769
Scott Oudsema,2005,1,0,1,0.0,0.06796116504854369,0.06796116504854369,0.5728155339805825,0.6271186440677966,0,0.5048543689320388,0.2911392405063291,0,0.5879870935716058
Brian Wilson,2005,1,0,1,0.0,0.044444444444444446,0.1111111111111111,0.6,0.7407407407407407,0,0.5111111111111111,0.23809523809523808,0,0.48701298701298695
Alex Bogomolov Jr,2005,4,0,4,0.0,0.0273972602739726,0.03767123287671233,0.6643835616438356,0.5670103092783505,0,0.5205479452054794,0.3879003558718861,0,0.8090493136756481
Michael Ryderstedt,2005,2,0,2,0.0,0.01680672268907563,0.03361344537815126,0.6554621848739496,0.6282051282051282,0,0.5210084033613446,0.20454545454545456,0,0.42703349282296654
Gorka Fraile,2005,1,0,1,0.0,0.0,0.013888888888888888,0.6666666666666666,0.5625,0,0.5416666666666666,0.43209876543209874,0,0.9427609427609426
Steven Korteling,2005,1,0,1,0.0,0.09523809523809523,0.0,0.6984126984126984,0.7045454545454546,0,0.6190476190476191,0.323943661971831,0,0.8503521126760564
Sergio Roitman,2005,1,0,1,0.0,0.02,0.03,0.68,0.6176470588235294,0,0.59,0.375,0,0.9146341463414633
Radim Zitko,2005,1,0,1,0.0,0.013157894736842105,0.06578947368421052,0.631578947368421,0.625,0,0.5131578947368421,0.3698630136986301,0,0.7597186227323214
Yuri Schukin,2005,2,0,2,0.0,0.07586206896551724,0.05517241379310345,0.5793103448275863,0.7142857142857143,0,0.6344827586206897,0.29577464788732394,0,0.8091947913898486
Markus Hipfl,2005,1,0,1,0.0,0.03571428571428571,0.047619047619047616,0.6309523809523809,0.6037735849056604,0,0.5595238095238095,0.3902439024390244,0,0.8859591298615689
Simon Greul,2005,2,0,2,0.0,0.15625,0.046875,0.5625,0.7037037037037037,0,0.6041666666666666,0.3155080213903743,0,0.7970728961441035
Carlos Berlocq,2005,1,0,1,0.0,0.023809523809523808,0.09523809523809523,0.5952380952380952,0.68,0,0.5238095238095238,0.3076923076923077,0,0.6461538461538462
Aljoscha Thron,2005,2,0,2,0.0,0.07518796992481203,0.09022556390977443,0.49624060150375937,0.6666666666666666,0,0.5112781954887218,0.28421052631578947,0,0.5815384615384614
Galo Blanco,2005,3,0,3,0.0,0.06043956043956044,0.016483516483516484,0.5824175824175825,0.6886792452830188,0,0.5604395604395604,0.3684210526315789,0,0.8381578947368421
Juan Pablo Brzezicki,2005,3,0,3,0.0,0.01020408163265306,0.05102040816326531,0.608843537414966,0.6089385474860335,0,0.5408163265306123,0.34782608695652173,0,0.7574879227053141
Fabio Fognini,2005,1,0,1,0.0,0.020618556701030927,0.061855670103092786,0.6907216494845361,0.6417910447761194,0,0.5979381443298969,0.3564356435643564,0,0.8865194211728864
Jose Antonio Sanchez De Luna,2005,1,0,1,0.0,0.015151515151515152,0.0,0.7727272727272727,0.43137254901960786,0,0.4090909090909091,0.4857142857142857,0,0.821978021978022
Gianluca Naso,2005,1,0,1,0.0,0.008547008547008548,0.05982905982905983,0.47863247863247865,0.6607142857142857,0,0.5299145299145299,0.3617021276595745,0,0.7694390715667312
Tasuku Iwami,2005,1,0,1,0.0,0.04807692307692308,0.057692307692307696,0.5865384615384616,0.6557377049180327,0,0.5673076923076923,0.33766233766233766,0,0.7803751803751804
Gouichi Motomura,2005,1,0,1,0.0,0.018867924528301886,0.05660377358490566,0.4339622641509434,0.6521739130434783,0,0.5660377358490566,0.2727272727272727,0,0.6284584980237153
Takahiro Ittogi,2005,1,0,1,0.0,0.023255813953488372,0.046511627906976744,0.7209302325581395,0.45161290322580644,0,0.3488372093023256,0.1724137931034483,0,0.2647783251231527
Go Soeda,2005,2,0,2,0.0,0.04830917874396135,0.03864734299516908,0.5748792270531401,0.6386554621848739,0,0.5990338164251208,0.294478527607362,0,0.7344223519846257
Alexander Peya,2005,1,0,1,0.0,0.10309278350515463,0.020618556701030927,0.6288659793814433,0.6229508196721312,0,0.5773195876288659,0.3157894736842105,0,0.7471116816431321
Luke Bourgeois,2005,1,0,1,0.0,0.14473684210526316,0.06578947368421052,0.5526315789473685,0.8333333333333334,0,0.6842105263157895,0.2361111111111111,0,0.7476851851851852
Todd Reid,2005,3,0,3,0.0,0.031007751937984496,0.015503875968992248,0.7054263565891473,0.5879120879120879,0,0.5581395348837209,0.30837004405286345,0,0.6978900996985857
Paul Baccanello,2005,2,0,2,0.0,0.12574850299401197,0.059880239520958084,0.5269461077844312,0.6931818181818182,0,0.6287425149700598,0.2328767123287671,0,0.6272646928855501
Marc Kimmich,2005,2,0,2,0.0,0.050761421319796954,0.04568527918781726,0.5786802030456852,0.7017543859649122,0,0.5888324873096447,0.2647058823529412,0,0.6437908496732027
Hicham Arazi,2005,2,0,2,0.0,0.03389830508474576,0.01694915254237288,0.5677966101694916,0.5970149253731343,0,0.5254237288135594,0.26851851851851855,0,0.5658068783068784
Mehdi Tahiri,2005,1,0,1,0.0,0.0,0.0,0.5660377358490566,0.4666666666666667,0,0.41509433962264153,0.40816326530612246,0,0.6978275181040159
Olivier Mutis,2005,3,0,3,0.0,0.060498220640569395,0.021352313167259787,0.5444839857651246,0.673202614379085,0,0.5658362989323843,0.36162361623616235,0,0.8329199685439476
Zach Dailey,2005,1,0,1,0.0,0.07462686567164178,0.014925373134328358,0.5223880597014925,0.5428571428571428,0,0.44776119402985076,0.15151515151515152,0,0.27436527436527436
Robert Kendrick,2005,2,0,2,0.0,0.12352941176470589,0.07647058823529412,0.5647058823529412,0.6875,0,0.6176470588235294,0.3508771929824561,0,0.9176788124156545
Donald Young,2005,7,0,7,0.0,0.030042918454935622,0.03862660944206009,0.6201716738197425,0.5432525951557093,0,0.5064377682403434,0.3348729792147806,0,0.6784817752786425
Brendan Evans,2005,3,0,3,0.0,0.05555555555555555,0.05092592592592592,0.5833333333333334,0.6428571428571429,0,0.5416666666666666,0.30113636363636365,0,0.6570247933884297
Alex Kuznetsov,2005,2,0,2,0.0,0.07534246575342465,0.0410958904109589,0.547945205479452,0.6625,0,0.589041095890411,0.34057971014492755,0,0.828743961352657
Wayne Odesnik,2005,2,0,2,0.0,0.06837606837606838,0.05128205128205128,0.6495726495726496,0.6447368421052632,0,0.6410256410256411,0.31386861313868614,0,0.8743482794577686
Philipp Petzschner,2005,2,0,2,0.0,0.0457516339869281,0.026143790849673203,0.5424836601307189,0.6506024096385542,0,0.6405228758169934,0.3409090909090909,0,0.9483471074380163
Robert Smeets,2005,1,0,1,0.0,0.12345679012345678,0.07407407407407407,0.5555555555555556,0.8444444444444444,0,0.654320987654321,0.23880597014925373,0,0.6908315565031983
Alejandro Falla,2005,2,0,2,0.0,0.125,0.07142857142857142,0.5892857142857143,0.6060606060606061,0,0.5,0.2857142857142857,0,0.5714285714285714
Phillip Simmonds,2005,1,0,1,0.0,0.0847457627118644,0.0847457627118644,0.5254237288135594,0.6451612903225806,0,0.5932203389830508,0.4057971014492754,0,0.9975845410628019
Alex Clayton,2005,1,0,1,0.0,0.14285714285714285,0.03896103896103896,0.4675324675324675,0.75,0,0.6363636363636364,0.2,0,0.55
Richard Bloomfield,2005,1,0,1,0.0,0.14772727272727273,0.06818181818181818,0.5340909090909091,0.8085106382978723,0,0.6704545454545454,0.23255813953488372,0,0.7056936647955091
Jesse Witten,2005,1,0,1,0.0,0.06153846153846154,0.07692307692307693,0.5076923076923077,0.6363636363636364,0,0.5230769230769231,0.3018867924528302,0,0.6329884357881923
Mashiska Washington,2005,1,0,1,0.0,0.0,0.0,0.7088607594936709,0.5535714285714286,0,0.620253164556962,0.234375,0,0.6171875
Philip Bester,2005,1,0,1,0.0,0.057692307692307696,0.038461538461538464,0.6153846153846154,0.65625,0,0.5769230769230769,0.25862068965517243,0,0.6112852664576802
Frederic Niemeyer,2005,2,0,2,0.0,0.08080808080808081,0.0707070707070707,0.494949494949495,0.6122448979591837,0,0.5050505050505051,0.34579439252336447,0,0.6986458134655732
Rob Steckley,2005,1,0,1,0.0,0.011111111111111112,0.022222222222222223,0.5777777777777777,0.6538461538461539,0,0.6222222222222222,0.35106382978723405,0,0.9292866082603255
Ervin Eleskovic,2005,1,0,1,0.0,0.13043478260869565,0.09782608695652174,0.5652173913043478,0.8461538461538461,0,0.6521739130434783,0.2692307692307692,0,0.7740384615384616
Horia Tecau,2005,1,0,1,0.0,0.1509433962264151,0.18867924528301888,0.39622641509433965,0.8571428571428571,0,0.5471698113207547,0.2765957446808511,0,0.6108156028368794
Mikhail Ledovskikh,2005,1,0,1,0.0,0.034482758620689655,0.06896551724137931,0.5,0.6206896551724138,0,0.5172413793103449,0.390625,0,0.8091517857142858
Evgeny Kirillov,2005,1,0,1,0.0,0.047619047619047616,0.06349206349206349,0.5238095238095238,0.5151515151515151,0,0.4603174603174603,0.35185185185185186,0,0.6519607843137254
Stephane Bohli,2005,1,0,1,0.0,0.0,0.03508771929824561,0.5964912280701754,0.6764705882352942,0,0.6491228070175439,0.30985915492957744,0,0.8830985915492957
Victor Ionita,2005,1,0,1,0.0,0.024390243902439025,0.0975609756097561,0.5365853658536586,0.36363636363636365,0,0.34146341463414637,0.4117647058823529,0,0.6252723311546842
Marin Cilic,2005,1,0,1,0.0,0.031746031746031744,0.031746031746031744,0.5079365079365079,0.5625,0,0.5079365079365079,0.3333333333333333,0,0.6774193548387096
Sasa Tuksar,2005,3,0,3,0.0,0.021621621621621623,0.02702702702702703,0.5459459459459459,0.5247524752475248,0,0.4918918918918919,0.34536082474226804,0,0.6796994955033999
Zeljko Krajan,2005,1,0,1,0.0,0.00909090909090909,0.01818181818181818,0.5636363636363636,0.6129032258064516,0,0.5272727272727272,0.4673913043478261,0,0.9887123745819397
Tobias Klein,2005,1,0,1,0.0,0.0,0.05263157894736842,0.6710526315789473,0.5490196078431373,0,0.4605263157894737,0.25,0,0.46341463414634143
Paul Logtens,2005,1,0,1,0.0,0.05263157894736842,0.07017543859649122,0.5789473684210527,0.7575757575757576,0,0.5789473684210527,0.25,0,0.59375
Dennis Van Scheppingen,2005,3,0,3,0.0,0.013513513513513514,0.07207207207207207,0.6126126126126126,0.6544117647058824,0,0.5675675675675675,0.3695652173913043,0,0.8546195652173912
Lars Uebel,2005,1,0,1,0.0,0.05555555555555555,0.037037037037037035,0.5185185185185185,0.6428571428571429,0,0.5185185185185185,0.22727272727272727,0,0.472027972027972
Mohammed Abdulla,2005,1,0,1,0.0,0.0,0.12244897959183673,0.4489795918367347,0.6363636363636364,0,0.4897959183673469,0.26666666666666666,0,0.5226666666666666
Frank Condor,2005,1,0,1,0.0,0.0,0.044444444444444446,0.6444444444444445,0.4827586206896552,0,0.37777777777777777,0.2631578947368421,0,0.42293233082706766
Rui Machado,2005,1,0,1,0.0,0.0,0.06329113924050633,0.620253164556962,0.5306122448979592,0,0.4810126582278481,0.4125,0,0.7948170731707317
Alex Corretja,2005,5,0,5,0.0,0.018134715025906734,0.03626943005181347,0.5958549222797928,0.591304347826087,0,0.5621761658031088,0.36175710594315247,0,0.8262617922725257
Lukasz Kubot,2005,1,0,1,0.0,0.0,0.018867924528301886,0.8301886792452831,0.4772727272727273,0,0.49056603773584906,0.27450980392156865,0,0.5388525780682644
Marcin Matkowski,2005,1,0,1,0.0,0.05434782608695652,0.08695652173913043,0.40217391304347827,0.6216216216216216,0,0.44565217391304346,0.43023255813953487,0,0.7761057911536707
Mariusz Fyrstenberg,2005,2,0,2,0.0,0.0449438202247191,0.0449438202247191,0.601123595505618,0.6261682242990654,0,0.5674157303370787,0.32926829268292684,0,0.7611656636046881
Omar Awadhy,2005,1,0,1,0.0,0.0,0.0392156862745098,0.5882352941176471,0.4666666666666667,0,0.49019607843137253,0.3389830508474576,0,0.6649282920469362
Vladimir Voltchkov,2005,2,0,2,0.0,0.02877697841726619,0.02877697841726619,0.5323741007194245,0.7027027027027027,0,0.6115107913669064,0.3096774193548387,0,0.7971326164874551
Matias Boeker,2005,2,0,2,0.0,0.043859649122807015,0.043859649122807015,0.631578947368421,0.5972222222222222,0,0.5175438596491229,0.34513274336283184,0,0.7153660498793243
Eric Nunez,2005,1,0,1,0.0,0.031914893617021274,0.02127659574468085,0.5425531914893617,0.5098039215686274,0,0.574468085106383,0.33766233766233766,0,0.7935064935064936
Felipe Parada,2005,1,0,1,0.0,0.02,0.02,0.57,0.6140350877192983,0,0.56,0.40816326530612246,0,0.9276437847866421
Phillip Harboe,2005,1,0,1,0.0,0.03333333333333333,0.022222222222222223,0.6222222222222222,0.6428571428571429,0,0.5888888888888889,0.3170731707317073,0,0.7712590639419908
Dudi Sela,2005,1,0,1,0.0,0.0,0.06329113924050633,0.620253164556962,0.40816326530612246,0,0.4050632911392405,0.37333333333333335,0,0.6275177304964539
Daniel Gimeno Traver,2005,1,0,1,0.0,0.02459016393442623,0.040983606557377046,0.6721311475409836,0.5609756097560976,0,0.5163934426229508,0.392,0,0.8105762711864407
Tomas Tenconi,2005,1,0,1,0.0,0.01680672268907563,0.06722689075630252,0.6638655462184874,0.6075949367088608,0,0.5210084033613446,0.41379310344827586,0,0.8638838475499093
Jo-Wilfried Tsonga,2005,1,0,1,0.0,0.10588235294117647,0.058823529411764705,0.5294117647058824,0.5111111111111111,0,0.5529411764705883,0.2926829268292683,0,0.6546854942233633
Julio Silva,2005,1,0,1,0.0,0.05660377358490566,0.018867924528301886,0.5094339622641509,0.48148148148148145,0,0.39622641509433965,0.42105263157894735,0,0.6973684210526315
Alex Bogdanovic,2005,1,0,1,0.0,0.0546875,0.0390625,0.640625,0.6463414634146342,0,0.53125,0.37606837606837606,0,0.8022792022792022
Tuomas Ketola,2005,1,0,1,0.0,0.22580645161290322,0.053763440860215055,0.6129032258064516,0.8421052631578947,0,0.6989247311827957,0.21978021978021978,0,0.729984301412873
Vadim Davletshin,2005,1,0,1,0.0,0.05084745762711865,0.03389830508474576,0.5932203389830508,0.5714285714285714,0,0.5932203389830508,0.24561403508771928,0,0.6038011695906432
Israel Matos Gil,2005,1,0,1,0.0,0.01694915254237288,0.01694915254237288,0.6949152542372882,0.6097560975609756,0,0.5254237288135594,0.31666666666666665,0,0.6672619047619048
Dieter Kindlmann,2005,1,0,1,0.0,0.05555555555555555,0.046296296296296294,0.5092592592592593,0.5272727272727272,0,0.4537037037037037,0.27941176470588236,0,0.5114656031904288
Harsh Mankad,2005,2,0,2,0.0,0.022727272727272728,0.045454545454545456,0.6227272727272727,0.6788321167883211,0,0.6,0.39303482587064675,0,0.9825870646766168
Mark Hilton,2005,1,0,1,0.0,0.0,0.05263157894736842,0.5964912280701754,0.6470588235294118,0,0.5614035087719298,0.27450980392156865,0,0.6258823529411764
Luka Gregorc,2005,1,0,1,0.0,0.058823529411764705,0.10294117647058823,0.5294117647058824,0.7777777777777778,0,0.5588235294117647,0.2711864406779661,0,0.6146892655367232
Kristian Pless,2005,2,0,2,0.0,0.1118421052631579,0.06578947368421052,0.5394736842105263,0.7560975609756098,0,0.631578947368421,0.3202247191011236,0,0.8691813804173354
Shao Xuan Zeng,2005,1,0,1,0.0,0.0,0.03773584905660377,0.8301886792452831,0.4090909090909091,0,0.39622641509433965,0.26666666666666666,0,0.44166666666666665
Victor Crivoi,2005,1,0,1,0.0,0.028037383177570093,0.009345794392523364,0.6915887850467289,0.5135135135135135,0,0.4766355140186916,0.4578313253012048,0,0.8747848537005162
Miguel Gallardo Valles,2005,1,0,1,0.0,0.022222222222222223,0.044444444444444446,0.6444444444444445,0.4482758620689655,0,0.4222222222222222,0.23076923076923078,0,0.3994082840236687
Alejandro Hernandez,2005,1,0,1,0.0,0.045454545454545456,0.045454545454545456,0.5757575757575758,0.631578947368421,0,0.5151515151515151,0.2,0,0.41250000000000003
Prakash Amritraj,2005,2,0,2,0.0,0.026041666666666668,0.020833333333333332,0.5729166666666666,0.6727272727272727,0,0.6302083333333334,0.2064516129032258,0,0.5582916855974558
Minh Quan Do,2005,1,0,1,0.0,0.0,0.057692307692307696,0.5192307692307693,0.6666666666666666,0,0.46153846153846156,0.2727272727272727,0,0.5064935064935064
Julian Knowle,2005,1,0,1,0.0,0.05714285714285714,0.04285714285714286,0.6142857142857143,0.7209302325581395,0,0.6428571428571429,0.21666666666666667,0,0.6066666666666668
Karan Rastogi,2005,1,0,1,0.0,0.0,0.061224489795918366,0.673469387755102,0.5151515151515151,0,0.42857142857142855,0.3125,0,0.546875
Leander Paes,2005,1,0,1,0.0,0.03333333333333333,0.0,0.6,0.6666666666666666,0,0.5666666666666667,0.27586206896551724,0,0.636604774535809
winner_name,2006,1,1,0,1.0,0,0,0,0,0,0,0,0,0
Robin Soderling,2006,53,32,21,0.6037735849056604,0.092315495815369,0.04032462591935075,0.6294699467410602,0.7481869460112812,0,0.6619325386761349,0.37655982383166137,0,1.1138600040271873
Robby Ginepri,2006,47,23,24,0.48936170212765956,0.0746987951807229,0.020080321285140562,0.6487282463186078,0.6929426330994635,0,0.6323962516733601,0.37470907680372384,0,1.019328770474806
Juan Ignacio Chela,2006,50,24,26,0.48,0.033316378433367246,0.023906408952187184,0.602238046795524,0.6786317567567568,0,0.612410986775178,0.39340937896070977,0,1.0150168491296003
Julien Benneteau,2006,44,22,22,0.5,0.06422505307855626,0.03795116772823779,0.6762208067940552,0.6675824175824175,0,0.6056263269639066,0.3736968724939856,0,0.9475705353683296
Tim Henman,2006,51,31,20,0.6078431372549019,0.0625808119989656,0.030773209206102922,0.6144297905352987,0.7091750841750841,0,0.6325316783035945,0.38657648283038504,0,1.0519994786102032
Marat Safin,2006,55,32,23,0.5818181818181818,0.09870967741935484,0.02086021505376344,0.6075268817204301,0.7313274336283185,0,0.6505376344086021,0.368107302533532,0,1.0533532041728761
Kristof Vliegen,2006,52,31,21,0.5961538461538461,0.09492880339745191,0.02747939045715713,0.6417686734948789,0.7279096924873492,0,0.6525106170372221,0.37593261131167266,0,1.0818535176711903
Joachim Johansson,2006,7,5,2,0.7142857142857143,0.17834394904458598,0.03821656050955414,0.6480891719745223,0.7837837837837838,0,0.6863057324840764,0.304421768707483,0,0.9704409682654789
Paradorn Srichaphan,2006,56,27,29,0.48214285714285715,0.08708773442552274,0.04720845009700367,0.5561543436085363,0.7426356589147287,0,0.6589782280663936,0.3367996604414261,0,0.98761923185068
Richard Gasquet,2006,51,33,18,0.6470588235294118,0.06677350427350427,0.03125,0.6314102564102564,0.7356175972927242,0,0.6583867521367521,0.3877978528410579,0,1.1351955911156535
Andy Murray,2006,62,37,25,0.5967741935483871,0.0607746188710342,0.04223320972393902,0.5339925834363412,0.6851851851851852,0,0.5970333745364648,0.4291803913970161,0,1.0650519528840061
Sebastien Grosjean,2006,46,26,20,0.5652173913043478,0.07576543850544888,0.022055007784120395,0.5490399584846912,0.7329867674858223,0,0.6274001037882719,0.4023833671399594,0,1.0799341900817574
Agustin Calleri,2006,47,29,18,0.6170212765957447,0.09549913444893249,0.042123485285631854,0.566935949221004,0.756234096692112,0,0.6497403346797461,0.3933533097248706,0,1.1230334196922582
Mardy Fish,2006,38,21,17,0.5526315789473685,0.13130956583127426,0.04200494175785387,0.5142957995058243,0.7735072065888813,0,0.6551358983409813,0.37311286843997127,0,1.08191274952962
Roger Federer,2006,94,89,5,0.9468085106382979,0.08788246394392775,0.015770319450060657,0.6275778406793369,0.7669673539518901,0,0.7010378757244912,0.42001009336361345,0,1.4048939957910946
Tommy Robredo,2006,75,49,26,0.6533333333333333,0.04048378968587267,0.022677641525281372,0.6929279354947085,0.6802424242424242,0,0.6321182597009911,0.4061990212071778,0,1.1041565174640775
David Nalbandian,2006,56,39,17,0.6964285714285714,0.03628536285362854,0.03690036900369004,0.6115211152111522,0.6785115655380489,0,0.6258712587125871,0.41253317003470097,0,1.1026503032489157
Fernando Gonzalez,2006,67,46,21,0.6865671641791045,0.07533392698130009,0.04042742653606411,0.631166518254675,0.7257336343115124,0,0.648619768477293,0.3746911401341334,0,1.0663409791450376
Novak Djokovic,2006,48,33,15,0.6875,0.0697438498605123,0.03778848592442303,0.6241440527517119,0.7200325071109305,0,0.6479837687040325,0.38373305526590196,0,1.0901004588713628
Andy Roddick,2006,61,46,15,0.7540983606557377,0.15063756213529284,0.019018802679922196,0.6721417765290685,0.7881028938906752,0,0.7114761184352713,0.3736981825607515,0,1.2952071091450166
Tomas Berdych,2006,67,43,24,0.6417910447761194,0.09913283405597162,0.038037051635790305,0.5792274339771384,0.7516161959850289,0,0.6482065431612141,0.38927960463790157,0,1.106557262707402
Tommy Haas,2006,62,47,15,0.7580645161290323,0.09422492401215805,0.04235055724417427,0.6070921985815603,0.7620160213618158,0,0.6778115501519757,0.3862229102167183,0,1.1987484666160408
Rafael Nadal,2006,67,56,11,0.835820895522388,0.04397885994714987,0.01963004907512269,0.6923367308418271,0.7161941112322792,0,0.6727066817667045,0.4052111410601977,0,1.2380672579797736
Ivan Ljubicic,2006,77,57,20,0.7402597402597403,0.14996757457846951,0.0316147859922179,0.6016536964980544,0.7914308811641068,0,0.6853112840466926,0.37061199130164646,0,1.177709820890549
Benjamin Becker,2006,16,9,7,0.5625,0.14147018030513175,0.03744798890429958,0.5513176144244105,0.8,0,0.6851595006934813,0.33908427339084274,0,1.077003352928624
Danai Udomchoke,2006,17,5,12,0.29411764705882354,0.06019261637239166,0.05056179775280899,0.6203852327447833,0.6804657179818887,0,0.5850722311396469,0.3614457831325301,0,0.8711053109925194
Alex Bogdanovic,2006,8,3,5,0.375,0.04283604135893648,0.026587887740029542,0.6558345642540621,0.7162162162162162,0,0.654357459379616,0.3242424242424242,0,0.9380859880859881
Mikhail Ledovskikh,2006,4,1,3,0.25,0.16013071895424835,0.058823529411764705,0.5032679738562091,0.7662337662337663,0,0.6013071895424836,0.2952029520295203,0,0.7404270764019115
Jarkko Nieminen,2006,74,49,25,0.6621621621621622,0.04606778545574202,0.022540309312273774,0.6280026324448832,0.6976683259104008,0,0.6306350773280684,0.3924978687127025,0,1.0626289737353254
Frank Dancevic,2006,15,6,9,0.4,0.08362989323843416,0.017793594306049824,0.6387900355871886,0.7172701949860725,0,0.6432384341637011,0.34323144104803494,0,0.9620751614413747
Benjamin Balleret,2006,4,2,2,0.5,0.1111111111111111,0.03111111111111111,0.6488888888888888,0.6438356164383562,0,0.6,0.37344398340248963,0,0.9336099585062241
James Blake,2006,76,54,22,0.7105263157894737,0.07554988842843481,0.03331208160663054,0.5771437679311444,0.7207953603976802,0,0.6356391456805865,0.4069223573433115,0,1.1168114041871988
Mischa Zverev,2006,6,3,3,0.5,0.08723404255319149,0.01702127659574468,0.7127659574468085,0.7253731343283583,0,0.6531914893617021,0.325678496868476,0,0.9390729664305749
